wt_0h,wt_2h,arm23qd_20_0h,arm23qd_20_2h,arm23qd_32_0h,arm23qd_32_2h,flg22_0h,flg22_2h
1.125802166,27.58031088,1.033504204,25.31419662,0.925079568,25.4742223,0.95835636,66.21216409
0.863713461,27.36166659,0.89228906,24.71524887,1.017534713,24.57481828,0.725288844,62.03856485
0.893339181,24.76528629,1.040113316,25.05240793,1.074095219,25.79506405,1.133475277,63.97546076
1.151202833,23.19470923,1.042561126,25.48240999,0.989074246,25.56523244,1.269258036,61.13787809
,,,,,,,
1.019709531,26.93148405,0.950401647,26.95862265,0.996933743,22.28263129,0.833034022,91.31332769
0.96603414,27.49289755,0.875384496,26.58943964,1.037570987,23.52415655,0.962365924,86.91187928
0.94420528,23.20004639,1.124557061,26.88247856,0.995718646,23.80309558,1.16419557,85.04712854
1.075139015,22.1357838,1.068839444,24.34046757,0.970910607,23.21552645,1.07144796,76.87150723
